,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
96,ACN - Applied Intelligence - CC - Data Science (IN) - 09,Accenture,"India, Gurgaon / Gurugram",Not Specified,"About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine u",['Analytics and Insights'],,
97,Team Lead/Consultant-Data Science,Accenture,"India, Mumbai",Not Specified,"Skill required: Data Science - Machine Learning Designation: Team Lead/Consultant About Accenture Operations In today's business environment, growth isn't just about building value-it's fundamental to long-term business survival. So how do organizat",['Analytics and Insights'],7,11
98,Business Analyst/Consultant/Sr Consultant - Life Sciences,Cognizant Technology Solutions India Pvt Ltd,"India, Pune",Not Specified,"Mandatory Domain Skillset: Life Sciences/Pharma experience Desired skillset: Business Analyst, Master Data Management, LifeSciences Commercial Data Analytics and Visualization, R&D/Clinical, Computer","['Innovative', 'aris', 'case studies', 'Leadership', 'master data management', 'business analyst', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",12,14
99,Data Scientist II,Honeywell,"India, Bengaluru / Bangalore",Not Specified,"Join the industry leader to design the next generation of breakthroughs .Experience 5 to 8 yrs .Expert hands-on knowledge in Python .Good knowledge in threading, asynchronous programming and common libraries used in Python .Knowledge in server side","['Big Data Scientist', 'Lead Data Scientist', 'Data Science Analyst', 'Senior Data Scientist', '']",5,8
100,Data Science Engineer,FactSet Philippines Inc,"India, Hyderabad",Not Specified,"VALUES THAT DEFINE OUR CULTURE We are unified by the spirit of going above and beyond for our clients and each other. We look to foster a globally inclusive culture, enabling our people to be themselves at work and to join in, be heard, contribute,",[],,
101,Sr Analytics Professional,Honeywell,"India, Bengaluru / Bangalore",Not Specified,"Join a team recognized for leadership, innovation and diversity Report to stakeholders and evangelize Analytics culture in the C2C organization Partner with finance and non-finance teams to define key analytics requirements, define business impact a","['Problem Solving', 'Root Cause Analysis', 'root cause analyses', 'demonstrating', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",,
102,Python DS Developer - Chennai,2COMS Consulting Private Limited,Chennai,"4,75,000-9,75,000 INR Per Annum","Exp : 2 to 4 yrs About the role: We are looking for an Analyst / Senior Analyst who works in the analytics domain with a strong python background. Desired Skills, Competencies and Experience: 1-4 years of experience in working in the analyt","['Python Dev', 'Data Science']",0,5
103,Data Science Internship in Mumbai,Maxgen Technologies Private Limited,"Mumbai, Navi Mumbai",Not Specified,Internship with Experts.,"['Internship', 'Live Projects', 'Bsc', 'Academic Projects', 'B - Tech', 'Bca', 'Msc', 'BE', 'Projects', '', '', '']",,
104,LSH - Life Science Data Leads,Golden Opportunities Private Limited,"Bengaluru / Bangalore, India",Not Specified,"Description Should have experience in LSH (Life Science Data Hub) or DMW (Data Management Workbench). Experience in study development and support activities involving development, testing of metadata and data in a data warehousing platform ORACLE LSH",[],2,10
105,Software Engineering Specialist,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary You will be responsible for designing, building, delivering and maintaining software applications & services. Working in the areas of machine, cloud, platform and/or application. Responsible for software lifecycle including ac","['Computer Science', 'Lean', 'diversity', 'agile environment', 'core data structures', '', '', '', '', '', '', '', '', '', '']",,
106,Process Leader - Data Analytics and Process Optimization Sourcing & Supplier Quality,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a Process Leader - Data Analytics and Process Optimization Sourcing & Supplier Quality , you will be responsible for the critical reporting & data integration platforms and applications. You will lead resolution of data / p","['Business', 'internal processes', 'Onshore', 'service level agreements', 'swb', 'Application', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",7,10
107,Software Engineer,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a member of the GE Healthcare Imaging Platform Software team at Bangalore, you will be expected to develop, test and deliver quality software for new Imaging products, thus delivering next generation capabilities in the pro","['Design And Development', 'technical discussions', 'core data structures', 'assessing', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",3,6
108,Staff Software Engineer,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a staff software engineer, you will be responsible for design and implementation of one or more application modules, subsystems or services. In addition, you will drive activities to improve software quality and development","['Attention To Details', 'strong problem solving', 'software service', 'Application', 'stakeholders', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",12,15
109,Software Engineer,GE Digital,"Hyderabad / Secunderabad, India",Not Specified,"Job Description Summary Responsible for designing, building, delivering and maintaining software applications & services. Working in the areas of machine, cloud, platform and/or application. Responsible for software lifecycle including activities suc","['refactoring', 'Application', 'Lean', 'Services', 'Relocation', 'Business Acumen', 'learns', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2,5
110,Data Science Internship in Pune,Maxgen Technologies Private Limited,"Pune, Sangli",Not Specified,Professional Experts Program.,"['Internship', 'Live Projects', 'Bsc', 'Academic Projects', 'B - Tech', 'Bca', 'Msc', 'BE', 'Projects', '', '', '']",,
111,Software Engineering Specialist,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary You will be responsible for designing, building, delivering and maintaining software applications & services. Working in the areas of machine, cloud, platform and/or application. Responsible for software lifecycle including ac","['Computer Science', 'Lean', 'diversity', 'agile environment', 'core data structures', '', '', '', '', '', '', '', '', '', '']",,
112,Process Leader - Data Analytics and Process Optimization Sourcing & Supplier Quality,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a Process Leader - Data Analytics and Process Optimization Sourcing & Supplier Quality , you will be responsible for the critical reporting & data integration platforms and applications. You will lead resolution of data / p","['Business', 'internal processes', 'Onshore', 'service level agreements', 'swb', 'Application', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",7,10
113,Software Engineer,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a member of the GE Healthcare Imaging Platform Software team at Bangalore, you will be expected to develop, test and deliver quality software for new Imaging products, thus delivering next generation capabilities in the pro","['Design And Development', 'technical discussions', 'core data structures', 'assessing', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",3,6
114,Staff Software Engineer,GE Healthcare,"Bengaluru / Bangalore, India",Not Specified,"Job Description Summary As a staff software engineer, you will be responsible for design and implementation of one or more application modules, subsystems or services. In addition, you will drive activities to improve software quality and development","['Attention To Details', 'strong problem solving', 'software service', 'Application', 'stakeholders', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",12,15
115,Data Science Application Lead,Accenture,"India, Mumbai",Not Specified,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Int",['Software Engineering'],6,8
